inventory_category_id,category_name,category_type,parent_category_name,parent_category_type,asset_tag,name,description,serial_number,status,quantity,unit,location,assigned_to_user_id,metadata,purchased_at,warranty_expires_at
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0043,Ruckus Wireless R700,R700,251503707548 MAC: 58B6330C52C0,available,1,unit,LR 102 Com Lab,,"{""source_file"":""ruckus(1).docx"",""source_files"":[""ruckus(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0046,Ruckus Wireless R700,R700,251503907797 MAC: 58B6330C6250,available,1,unit,LR 103 Com Lab,,"{""source_file"":""ruckus(1).docx"",""source_files"":[""ruckus(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0042,Ruckus Wireless R700,R700,251503107799 MAC: 58B6330C6270,available,1,unit,LR 104 Com Lab,,"{""source_file"":""ruckus(1).docx"",""source_files"":[""ruckus(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0048,Ruckus Wireless R700,R700,251503007549 MAC: 58B6330C52D0,available,1,unit,LR 105 Com Lab,,"{""source_file"":""ruckus(1).docx"",""source_files"":[""ruckus(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0047,Ruckus Wireless R700,R700,251503207053 MAC: 2CC5D324E940,available,1,unit,LR 106 Com Lab,,"{""source_file"":""ruckus(1).docx"",""source_files"":[""ruckus(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0038,Ruckus Wireless R700,R700,251503607282 MAC: 58B6330C4220,available,1,units,SHOJ Function Room 1,,"{""source_file"":""ruckus(1).docx"",""source_files"":[""ruckus(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0037,Ruckus Wireless R700,R700,251503907207 MAC: 58B6330C3D70,available,1,units,SHOJ Function Room 2,,"{""source_file"":""ruckus(1).docx"",""source_files"":[""ruckus(1).docx""],""raw_remarks"":[""On Hand""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0036,Ruckus Wireless R700,R700,251503807021 MAC: 2CC5D324E740,available,1,units,SHOJ Function Room 3,,"{""source_file"":""ruckus(1).docx"",""source_files"":[""ruckus(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0045,Ruckus Wireless R700,R700,251503807614 MAC: 58B6330C56E0,available,1,unit,SHOJ LOBBY,,"{""source_file"":""ruckus(1).docx"",""source_files"":[""ruckus(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0040,Ruckus Wireless R700,R700,111403005882 MAC: 6CAAB3124460,available,1,unit,ST. FRANCIS,,"{""source_file"":""ruckus(1).docx"",""source_files"":[""ruckus(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0006,SHURE Lapel SVX Wireless Microphone System,SVX Wireless Microphone System,3QI2725567,available,1,units,SHOJ Control Room,,"{""source_file"":""control room(1).docx"",""source_files"":[""control room(1).docx""],""raw_remarks"":[""Functional""]}",2018-02-28,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0007,SHURE Lapel SVX Wireless Microphone System,SVX Wireless Microphone System,3QI2725564,available,1,units,SHOJ Control Room,,"{""source_file"":""control room(1).docx"",""source_files"":[""control room(1).docx""],""raw_remarks"":[""Functional""]}",2016-02-28,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0022,Sugon T26D Rode Wireless Go,Rode Wireless Go,FN00298951,available,1,unit,Le Berceau,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""]}",2023-11-07,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0023,Sugon T26D Rode Wireless Go II,Rode Wireless Go II,"HH0385082, HH0385074, HH0385080, HH0385091",available,4,units,Le Berceau,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""]}",2024-05-11,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0008,System Unit Clone Wi-Fi Server / Black (RUCKUS),Clone Wi-Fi Server / Black (RUCKUS),,available,1,unit,Data Center,,"{""source_file"":""data center(1).docx"",""source_files"":[""data center(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0014,TP Link The Reliable Choice 300mbps Mini wireless N USB Adapter,300mbps Mini wireless N USB Adapter,216A220004467,available,1,unit,ICT Dept.,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""On hand""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0011,TP-Link Archer T2U AC600 Wireless Dual Band USB Adapter,AC600 Wireless Dual Band USB Adapter,"2157812002041, 2157812002042, 2157812002043, 2157812002044, 2157812002045, 2157812002046, 2157812002047, 2157812002048, 2157812002049, 2157812002050, 2157812002051, 2157812002052, 2157812002053, 2157812002054, 2157812002055, 2157812002056, 2157812002057, 2157812002058, 2157812002059, 2157812002060, 2157812002061, 2157812002062, 2157812002063, 2157812002064, 2157812002065, 2157812002066, 2157812002067, 2157812002068, 2157812002069, 2157812002070, 2157812002071, 2157812002072, 2157812002073, 2157812002080, 2157812002081, 2157812002083, 2157812002084, 2157812002085, 2157812002086, 2157812002087, 2157812002088, 2157812002089, 2157812002090, 2157812002091, 2157812002092, 2157812002097",available,46,units,ICT Department,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""On hand""]}",2016-05-16,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0012,TP-Link Archer T2U AC600 Wireless Dual Band USB Adapter,AC600 Wireless Dual Band USB Adapter,2155390003720,available,1,units,ICT Dept.,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""On hand""]}",2017-02-24,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0013,TP-Link Archer T2U AC600 Wireless Dual Band USB Adapter,AC600 Wireless Dual Band USB Adapter,"2149588004982, 2155390003667, 2155390003669, 2155390003692, 2155390003707, 2155390003662",available,6,units,ICT Dept.,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""On hand""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0017,TP-Link _B6E6 450Mbps Wireless N Router,450Mbps Wireless N Router,2161280005364,available,1,unit,ICT Dept.,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",2017-04-18,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0019,TP-link Archer C5400 AC5400 Wireless Tri-band MU-MIMO Gigabit Router,AC5400 Wireless Tri-band MU-MIMO Gigabit Router,2186013R00140,available,1,units,Convent,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""Functional""]}",2019-03-08,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0020,TP-link Archer C5400 AC5400 Wireless Tri-band MU-MIMO Gigabit Router,AC5400 Wireless Tri-band MU-MIMO Gigabit Router,2186013R00148,available,1,units,ICT,,"{""source_file"":""ict office(1).docx"",""source_files"":[""ict office(1).docx""],""raw_remarks"":[""On Hand""]}",2019-03-08,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0068,Ubiquiti Networks NanoBeam AC NBE-5AC-19,NanoBeam AC NBE-5AC-19,0418D6E8DEFD,available,1,unit,ISR,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2016-06-09,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0067,Ubiquiti Networks NanoBeam AC NBE-5AC-19,NanoBeam AC NBE-5AC-19,0418D6E8DE1A,available,1,unit,LR,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2016-06-09,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0070,Ubiquiti Networks UniFI AP AC Pro,UniFI AP AC Pro,GEN6500767401,available,1,units,FLC 1/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2017-03-21,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0072,Ubiquiti Networks UniFI AP AC Pro,UniFI AP AC Pro,GEN6500767401,available,1,units,FLC 5/F Lib.,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2017-03-21,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0073,Ubiquiti Networks UniFI AP AC Pro,UniFI AP AC Pro,GEN6500767401,available,1,units,HS Faculty,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2017-03-21,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0071,Ubiquiti Networks UniFI AP AC Pro,UniFI AP AC Pro,GEN6500767401,available,1,units,LRC 5th Flr. SOM,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2017-03-21,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0077,Ubiquiti Networks UniFI AP AC Pro,UniFI AP AC Pro,GEN6500767201,available,1,units,OLCC,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2017-03-21,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0074,Ubiquiti Networks UniFI AP AC Pro,UniFI AP AC Pro,GEN6500767201,available,1,units,SHS Faculty 2/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2017-03-21,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0069,Ubiquiti Networks UniFI AP AC Pro,UniFI AP AC Pro,GEN6500767401,available,1,units,SHS LIB. 4/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2017-03-21,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0076,Ubiquiti Networks UniFI AP AC Pro,UniFI AP AC Pro,GEN6500767201,available,1,units,SNASH Faculty 1/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2017-03-21,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0075,Ubiquiti Networks UniFI AP AC Pro,UniFI AP AC Pro,GEN6500767201,available,1,units,SPH St. Francis 1/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2017-03-21,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0078,Ubiquiti Networks UniFI AP AC Pro,UniFI AP AC Pro,GEN6500767201,available,1,units,St. John Paul,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2017-03-21,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0062,Ubiquiti Networks UniFI AP Outdoor+,UniFI AP Outdoor+,dc:9f:db:3e:30:b5,available,1,unit,LRC Lib 2F 618,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0055,Ubiquiti Networks UniFi AP,UniFi AP,002722B24305,available,1,unit,GS Library,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0059,Ubiquiti Networks UniFi AP,UniFi AP,002722B2E69C,available,1,units,LRC Lib 2/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0061,Ubiquiti Networks UniFi AP,UniFi AP,002722B2E626,available,1,units,LRC Lib 3/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0056,Ubiquiti Networks UniFi AP LR,UniFi AP LR,24A43CBE2F08,in_repair,1,unit,Christian Formation,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Defective""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0057,Ubiquiti Networks UniFi AP LR,UniFi AP LR,24A43CBE2DE8,available,1,unit,HS Library 2F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0063,Ubiquiti Networks UniFi AP LR,UniFi AP LR,24A43C988633,in_repair,1,unit,ICT,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Defective""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0060,Ubiquiti Networks UniFi AP LR,UniFi AP LR,24A43CBE2DEB,available,1,units,LRC Lib 2/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0058,Ubiquiti Networks UniFi AP LR,UniFi AP LR,"24A43C988621, 24A43C9880D7",available,2,units,MM Hall,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0051,Ubiquiti Networks UniFi AP Outdoor+,UniFi AP Outdoor+,0418D6465F3B,available,1,units,SP 01,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0052,Ubiquiti Networks UniFi AP Outdoor+,UniFi AP Outdoor+,24A43C4E0D28,available,1,units,SP 02,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0053,Ubiquiti Networks UniFi AP Outdoor+,UniFi AP Outdoor+,0418D646601A,available,1,units,SP 03,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0054,Ubiquiti Networks UniFi AP Outdoor+,UniFi AP Outdoor+,24A43C4E0AF7,available,1,units,SP 04,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0064,Ubiquiti Networks Unifi AP,Unifi AP,002722B2E5D1,in_repair,1,unit,SHoJ Control Room,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Defective""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0066,Ubiquiti Networks Unifi AP Outdoor,Unifi AP Outdoor,DC9FDB3E3238,in_repair,1,unit,ICT,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Defective""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0065,Ubiquiti Networks Unifi AP Outdoor,Unifi AP Outdoor,DC9FDB3E325D,in_repair,1,unit,SHoJ Control Room,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Defective""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0089,Ubiquity Networks Edge Router X Advanced Gigabit Ethernet Router,Edge Router X Advanced Gigabit Ethernet Router,B4FBE45345D8,available,1,units,Control Room,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2019-03-18,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0090,Ubiquity Networks Edge Router X Advanced Gigabit Ethernet Router,Edge Router X Advanced Gigabit Ethernet Router,B4FBE4534554,available,1,units,St. Therese GF,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2019-03-18,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0091,Ubiquity Networks UAP AC-PRO,UAP AC-PRO,18E829E9D6AD,available,1,units,SJP 2nd Flr A,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2019-07-25,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0095,Ubiquity Networks UAP AC-PRO,UAP AC-PRO,"18E829E9D575, 18E829E9D92B",available,2,units,SJP 2nd Flr B,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional"",""On Hand""]}",2019-07-25,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0093,Ubiquity Networks UAP AC-PRO,UAP AC-PRO,18E829E9D37E,available,1,units,SJP 3rd A,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2019-07-25,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0092,Ubiquity Networks UAP AC-PRO,UAP AC-PRO,18E829E9D62E,available,1,units,SJP 3rd B,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2019-07-25,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0098,Ubiquity Networks UAP AC-PRO,UAP AC-PRO,"18E829E9DF0D, 18E829E9DDB0, 18E829E9E17F, 18E829E9D74F, 18E829E9D6EE, 18E829E9D6E5",available,6,units,SJP 4th A,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional"",""On Hand""]}",2019-07-25,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0094,Ubiquity Networks UAP AC-PRO,UAP AC-PRO,18E829E9D398,available,1,units,SJP 4th B,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2019-07-25,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0096,Ubiquity Networks UAP AC-PRO,UAP AC-PRO,"18E829E9DF66, 18E829E9DC2D",available,2,units,St. Therese 2nd Flr,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional"",""On Hand""]}",2019-07-25,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0097,Ubiquity Networks UAP AC-PRO,UAP AC-PRO,18E829E9DF64,available,1,units,St. Therese GF,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2019-07-25,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0082,Ubiquity Networks Ubiquity UAP-AC-PRO,Ubiquity UAP-AC-PRO,"FCECDAA0FCE7, FCECDAA0CA95",available,2,units,ICT,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2018-10-18,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0080,Ubiquity Networks Ubiquity UAP-AC-PRO,Ubiquity UAP-AC-PRO,"FCECDAA0D5FA, FCECDAA0F53D",available,2,units,LR 2/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2018-10-18,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0081,Ubiquity Networks Ubiquity UAP-AC-PRO,Ubiquity UAP-AC-PRO,FCECDAA0F566,available,1,units,LRC GF,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2018-10-18,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0079,Ubiquity Networks Ubiquity UAP-Outdoor,Ubiquity UAP-Outdoor,44D9E7C6A9BA,available,1,unit,LR 2/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2018-10-08,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0085,Ubiquity Networks Unifi AP-AC-Pro,Unifi AP-AC-Pro,"18E829601180, 18E829601188, 18E82960156D, 18E8296012A5, 18E829601236",available,5,units,Data Center,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""On Hand""]}",2018-10-18,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0083,Ubiquity Networks Unifi AP-AC-Pro,Unifi AP-AC-Pro,fc:ec:da:f0:67:48,available,1,unit,LRC 3/F Lib GS,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2018-10-18,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0086,Ubiquity Networks Unifi AP-AC-Pro,Unifi AP-AC-Pro,"18E829600967, 18E829601182",available,2,units,SASTE Faculty,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional"",""On Hand""]}",2019-05-02,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0084,Ubiquity Networks Unifi AP-AC-Pro,Unifi AP-AC-Pro,18E829602673,available,1,units,SJP 1st Flr.,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2018-10-18,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0087,Ubiquity Networks Unifi Cloud Key,Unifi Cloud Key,1845K B4FBE4E27C09-DNuWcZ,available,1,units,Control Room,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2019-03-18,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0099,Ubiquity Networks Unifi Cloud Key,Unifi Cloud Key,"1930K 18E829B647CB – 3QmhVR, 1903K 18E829B65ED5 – 9fZuVj",available,2,units,SJP 4th A,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""]}",2019-07-29,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0088,Ubiquity Networks Unifi Cloud Key,Unifi Cloud Key,1745K 788A20C526A4 - QIVMCI,available,1,units,St. John Paul,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2019-03-18,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0100,Unifi AC MESH PRO UAP-AC-M-PRO,UAP-AC-M-PRO,b4:fb:e4:13:a2:56,available,1,unit,SJP 4th A,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""]}",2019-07-29,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0102,Unifi AC MESH PRO UAP-AC-M-PRO,UAP-AC-M-PRO,"18E82910413E, 18E8291042FC",available,2,units,St. Therese G/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2019-09-12,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0103,Unifi AC MESH PRO UAP-AC-M-PRO,UAP-AC-M-PRO,"E063DAB9D65A, E063DAB9D7BC, E063DAB9D780, E063DAB9D7B6, E063DAB9D790",available,5,units,St. Therese G/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""]}",2020-12-04,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0104,Unifi AC MESH PRO UAP-AC-M-PRO,UAP-AC-M-PRO,"78455870EB20, 78455870EE40, 78455870F740, 78455870F6AF",available,4,units,St. Therese G/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""]}",2022-03-17,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0101,Unifi Switch 16 150W Managed PoE+ Gigabit Switch with SFP,Managed PoE+ Gigabit Switch with SFP,"18e8292B20E2, 18E8292B1BE7",available,2,units,St. Therese G/F,,"{""source_file"":""Ubiquity(1).docx"",""source_files"":[""Ubiquity(1).docx""],""raw_remarks"":[""Functional""]}",2019-08-23,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0024,Wireless Lan USB,Epson ELPAP07,,available,1,unit,LR 101 E-Learning / Research Lab,,"{""source_file"":""LR101(1).docx"",""source_files"":[""LR101(1).docx""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0026,Wireless Lan USB,Epson ELPAP07,,available,1,unit,LR 102 Programming & Web Development Lab,,"{""source_file"":""LR102(1).docx"",""source_files"":[""LR102(1).docx""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0028,Wireless Lan USB,Epson ELPAP07,,available,1,unit,LR 103 Multi Media / Programming Lab,,"{""source_file"":""LR103(1).docx"",""source_files"":[""LR103(1).docx""]}",,
,Wireless Network Device,asset,Network Equipment,asset_group,WIRELESS-NETWORK-D-0030,Wireless Lan USB,Epson ELPAP07,,available,1,unit,LR 104 Networking / Computer Hardware Servicing Lab,,"{""source_file"":""LR104(1).docx"",""source_files"":[""LR104(1).docx""]}",,
